Date,Time,Location,LOCATION,LOCATION_EXACT,Operator,OPERATOR_TYPE,Flight #,Route,FROM,FROM_LONGITUDE,FROM_LATITUDE,FROM_STATE,TO,TO_LONGITUDE,TO_LATITUDE,TO_STATE,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Reason,Crash_ID
3/31/2006,17:35,"Rio Bonito, Brazil",Rio Bonito,Brazil,Team Air,Others,6865,MacaÃ© - Rio de Janeiro,MacaÃ©,-41.7827461,-22.3836705,,Rio de Janeiro,-43.2007101,-22.9133954,,Let L410UVP-E20,PT-FSE,912532,19,19,0,"Twenty minutes after taking off from MacaÃ©, the plane disappeared of Rio de Janeiro radar. The crew was flying VFR in poor weather conditions and changed their route attempting to fly to the coast. The plane crashed in a wooded area, exploded and burned.",2,3/31/2006Let L410UVP-E20
7/22/2004,8:30,"Off  MacaÃ© , Rio de Janeiro , Brazil",Off  MacaÃ©,"Rio de Janeiro , Brazil",BHS - Brazilian Helicopter Service  Air Taxi,Others,,"Campos, Brazil  -  Off-shore oil rig",Campos,-41.3184877,-21.7626902,Brazil,Off-shore oil rig,-94.7905916,29.3113725,,Sikorsky S 76,PP-MYM,,11,6,0,"During the approach to P-31 oil rig, at an altitude of 500 ft, an alarm sounded for the left turbine after which there was a loud noise. Then the main rotor and right turbine lost rotation and the helicopter crashed in the sea.",0,7/22/2004Sikorsky S 76
3/14/2007,,"Fazenda Nossa Senhora de Lourdes, Brazil",Fazenda Nossa Senhora de Lourdes,Brazil,,Others,,Petrolina - Salvador,Petrolina,-40.5030961,-9.389083,,Salvador,-38.5014201,-12.9722286,,Rockwell 500S Shrike Commander,PP-SEC,,4,4,0,"Fifteen minutes before arriving at its destination  the crew informed ATC about a technical problem and that they were losing altitude. Few minutes  later, the twin engine plane crashed into an open field.",3,3/14/2007Rockwell 500S Shrike Commander
9/15/2001,,"Belo Horizonte, Brazil",Belo Horizonte,Brazil,TAM (Brazil),Others,9755,Recife  - Sao Paulo,Recife,-34.8773793,-8.0470739,,Sao Paulo,-46.6333094,-23.5505199,,Fokker 100,PT-MRN,11443,82,1,0,"While the aircraft was over Belo Horizonte, the cabin depressurized, causing the death of one passenger. The aircraft made an emergency landing at Cofins. Three of the other 77 passengers aboard suffered minor injuries. Pressurization was lost at an altitude of  33,000 feet when the right engine disintegrated, causing pieces of the engine to break two cabin windows.",3,9/15/2001Fokker 100
1/16/1999,14:30,"Coconut Island, QLD, Australia",Coconut Island,"QLD, Australia",Uzu Air,Others,,Horn Island - Coconut Island,Horn Island,-22.438589,66.447548,,Coconut Island,-157.7880509,21.4339449,,Britten Norman BN-2A-26,VH-XFF,763,4,3,0,"After initiating a goaround, the aircraft veered left and commenced a shallow climb before suddenly rolling right and descending steeply onto a tidal flat. The pilot initiated a go-around from final approach because of a vehicle on the airstrip. The left propeller showed little evidence of rotation damage. The reason for a possible loss of left engine power could not be determined. For reasons that could not be established, the pilot lost control of the aircraft at a low height.",3,1/16/1999Britten Norman BN-2A-26
12/25/2003,14:55,"Cotonou, Benin",Cotonou,Benin,Union des Transports Aeriens de Guinee,Cargo,141,"Conakry, Guinea - Cotonou, Benin - Beirut, Lebanon",Conakry,-13.67847,9.537029,Guinea,Cotonou,2.4333333,6.3666667,"Benin - Beirut, Lebanon",Boeing B-727-223,3X-GDO,21090,161,140,0,"The B-727 was barely able to climb after taking off from Cotonou Airport. The landing gear struck a building housing electronics, crashed through the barrier fence and broke up along the shoreline adjacent to the airport. The plane was overloaded by 10 tons of cargo which was improperly distributed.",0,12/25/2003Boeing B-727-223
6/28/2004,9:17,"Near Yengema, Sierra Leone",Near Yengema,Sierra Leone,United Nations -  UTair Charter,Others,,Freetown - Kailahun,Freetown,-13.22867,8.484146,,Kailahun,-10.5738889,8.2772222,,Mi-8MTV-1,RA-27113,,24,24,0,The helicopter crashed into a slope of a mountain in a forested area. The helicopter took off from the Sierra Leone capital but never arrived at its destination in the western city of Kailahun.,0,6/28/2004Mi-8MTV-1
4/28/2001,5:15,"Near Roque Perez, Argentina",Near Roque Perez,Argentina,Private - Techint  group,Others,,San Fernando - El Calafate,San Fernando,-6.1965948,36.4718646,,El Calafate,-72.2705078,-50.3402138,,Cessna  208B Grand Caravan,LV-WSC,208B-0580,10,10,0,"The aircraft crashed into rugged farm land, 120 miles south of Buenos Aires. Possible icing.  Agostino Rocca, president of the Buenos Aires-based Techint  construction group and German Sopena, managing editor of the Argentine newspaper La Nacion, were among those killed.",0,4/28/2001Cessna  208B Grand Caravan
3/22/2000,,"Herreira, Spain",Herreira,Spain,Military - EjÃ©rcito del Aire,Military,,Sevilla - Herreira,Sevilla,-5.9823299,37.3880961,,Herreira,-5.0507612,39.1686078,,CASA 212-DE Aviocar 200,TM-12D-73,314,,,,Crashed while attempting to land in poor weather.,2,3/22/2000CASA 212-DE Aviocar 200
7/13/2003,12:15,"Near San Cristobal, Venezuela",Near San Cristobal,Venezuela,Ruiban & Duran Compania AÃ©rea,Others,,La Carlota - San Cristobal,La Carlota,-4.930909,37.67549,,San Cristobal,-72.226061,7.764951,,Let 410UVP-E,YV-1060CP,902505,10,4,0,Crashed atop a hill in Chorro del Indio National Park during a descent to San Cristobal.,0,7/13/2003Let 410UVP-E
10/24/1999,,"San Carlos, Venezuela",San Carlos,Venezuela,Military - Venezuelan Army,Military,,La Carlota - Acarigua,La Carlota,-4.930909,37.67549,,Acarigua,-69.2019444,9.5597222,,Arava 201,EV-8012,62,6,6,0,Crashed during a rainstorm.,0,10/24/1999Arava 201
6/14/2000,9:50,"Liverpool, England",Liverpool,England,ANT Air Taxi,Others,-,Ronaldsway - Liverpool,Ronaldsway,-4.623889,54.083333,,Liverpool,-2.9915726,53.4083714,,Piper PA-31-350 Navajo,G-BMBC,31-7652172,5,5,0,"Engaged in an air ambulance operation, the plane crashed into the sea, in the estuary of the River Mersey, 0.8  nm from Liverpool Airport while on approach to land.  The pilot lost control of the aircraft at a late stage of the approach due either to disorientation, distraction, incapacitation, or a combination of these conditions.",0,6/14/2000Piper PA-31-350 Navajo
11/25/2000,6:04,"Cordoba, Spain",Cordoba,Spain,Mayoral Executive Jet,Others,,Malaga - Cordoba,Malaga,-4.4212655,36.721261,,Cordoba,-4.7793835,37.8881751,,Aerospatiale SN-601 Corvette,EC-DQG,27,2,1,0,"During the approach, the plane, on a positioning flight, hit electrilines, then the ground and finally an unoccupied building.",0,11/25/2000Aerospatiale SN-601 Corvette
3/15/2005,0:15,"Off Campbeltown, United Kingdom",Off Campbeltown,United Kingdom,Loganair,Others,,Glasgow - Campbeltown,Glasgow,-4.251806,55.864237,,Campbeltown,-5.605374,55.424117,,Pilatus-Britten Norman BN-2B-26 Islander,G-BOMG,2205,2,2,0,"While on final approach, the air ambulance crashed into the sea at night and in poor visibility.",0,3/15/2005Pilatus-Britten Norman BN-2B-26 Islander
1/30/2000,21:08,"Off Abidjan, Ivory Coast",Off Abidjan,Ivory Coast,Kenya Airways,Others,431,Abidjan - Lagos,Abidjan,-4.027751,5.336318,,Lagos,3.417977,6.441158,,AirbusA310-304,5Y-BEN,426,179,169,0,"The aircraft crashed into the AtlantiOcean three minutes after taking off from Felix Houphouet-Boigny Airport.  A few seconds after lifting off the ground the stall warning sounded and continued for about 20 seconds until it was manually turned off by the crew. Three seconds later the plane impacted the water. The pilot's response to an alarm that inaccurately indicated the plane had stalled. The pilot failed to complete established procedure for such an emergency. Takeoff conditions also contributed to the accident, which occurred at night, hampering the crew's ability to judge the plane's distance from the sea.",0,1/30/2000AirbusA310-304
8/20/2008,14:45,"Madrid, Spain",Madrid,Spain,Spanair,Others,5022,"Madrid - Las Palmas, Canary Islands",Madrid,-3.7037902,40.4167754,,Las Palmas,-15.4408832,28.1131545,Canary Islands,McDonnell Douglas MD-82,EC-HFP,53148/2072,172,154,0,"The airliner crashed while attempting to takeoff. The plane was able to get slightly airborne before crashing into a ravine at the end of the runway. The plane took off without the crew extending  it's flaps and slats, but the pilots would not have known there was a problem because the alarm did not go off.",0,8/20/2008McDonnell Douglas MD-82
1/14/2002,7:28,"Bilbao, Spain",Bilbao,Spain,Ibertrans AÃ©rea,Cargo,1278,Madrid - Bilbao,Madrid,-3.7037902,40.4167754,,Bilbao,-2.9349852,43.2630126,,Embraer EMB-120 Brasilia,EC-GTJ,120-024,3,3,0,"While descending, the cargo plane struck Mount Santa Maria Vieja, 35 km from the airport in fog and poor visibility.",2,1/14/2002Embraer EMB-120 Brasilia
2/27/2001,17:30,"Near Granton Harbour, Scotland",Near Granton Harbour,Scotland,Loganair,Cargo,670,Edinburgh - Belfast,Edinburgh,-3.188267,55.953252,,Belfast,-5.93012,54.597285,,Shorts 360-100,G-BNMT,SH3723,2,2,0,Double engine failure on take off cause the cargo plane to ditch in Firth of the Fourth estuary. Icing.,3,2/27/2001Shorts 360-100
8/29/2001,10:15,"Near Malaga, Spain",Near Malaga,Spain,Binter MediterrÃ¡neo,Others,8261,Melilla - MÃ¡laga,Melilla,-2.9380973,35.2922775,,MÃ¡laga,-4.4212655,36.721261,,CASA  CN-235-200,EC-FBC,C033,47,4,0,"The aircraft crash-landed on a highway near Ruiz Picasso Airport in MÃ¡laga. While on final approach, the pilot reported failure of the plane's left engine forcing the crew to make an emergency landing.  The plane crashed 1,300 ft. short of the runway. The pilot later died of his injuries.",3,8/29/2001CASA  CN-235-200
11/28/2004,9:55,"Montrose, Colorado",Montrose,Colorado,Glow Air/Air Castle - Charter,Others,73,"Montrose, CO - South Bend, IN",Montrose,-2.466115,56.706922,CO,South Bend,-86.2519898,41.6763545,IN,Canadair CL-601-2A12 Challenger,N873G,3009,6,3,0,"While attempting to take off from R31, the aircraft skidded sideways off the runway and went through a perimeter fence, ripping the cockpit from the fuselage and bursting into flames. There was light snow falling with fog and reduced visibility at the time of the accident.  Also, the pilot chose to take off from a 7,500 ft. runway rather than wait for the 10,000 ft. runway to be plowed. The youngest son of NBC sports chairman Dick Ebersol and actress Susan Saint James killed. St. James had just exited the accident vehicle before it took off. The flightcrew's failure to ensure that the airplane's wings were free of ice or snow contamination that accumulated while the airplane was on the ground, which resulted in an attempted takeoff with upper wing contamination that induced the a subsequent stall and collision with the ground. A factor contributing to the accident was the pilots' lack of experience flying during winter weather conditions.",1,11/28/2004Canadair CL-601-2A12 Challenger
3/24/2006,11:00,"Cuenca, Ecuador",Cuenca,Ecuador,ATESA,Others,,Cuenca - Macas,Cuenca,-2.1367192,40.0705314,,Macas,-78.117175,-2.30706,,Cessna 208B Grand Caravan,HC-BXD,208B-0591,14,5,0,The plane lost altitude shortly after taking off and crashed into a building.,0,3/24/2006Cessna 208B Grand Caravan
6/22/2003,23:55,"Near Brest, France",Near Brest,France,Brit Air,Others,5672,Nantes - Brest,Nantes,-1.553621,47.218371,,Brest,-4.486076,48.390394,,Canadair CRJ-100ER,F-GRJS,7377,24,1,0,"The aircraft crashed onto a road and caught fire 1 km from Brest-Guipavas Airport in France's Brittany region, killing the pilot and injuring three others. There were thunderstorms in the area with 800 meters visibility at the time the accident took place.",0,6/22/2003Canadair CRJ-100ER
7/13/2000,0:34,"Raleigh, North Carolina",Raleigh,North Carolina,Win Win Aviation,Others,,"Hinckley, IL - Louisburg, NC",Hinckley,-1.37667,52.5454549,IL,Louisburg,-78.301106,36.0990393,NC,de Havilland Canada DHC-6 Twin Otter 200,N201RH,163,3,1,0,"The plane, on a positioning flight crashed into rugged woods during an approach to land. The pilot's continued VFR flight into IMC conditions, by failing to maintain altitude, and descending from VFR conditions into IMC, which resulted in him subsequently impacting with trees. Factors in this accident were: reduced visibility due to dark night and fog. An additional factor was the pilot was not certified for instrument flight.",2,7/13/2000de Havilland Canada DHC-6 Twin Otter 200
1/25/2007,11:15,"Pau, France",Pau,France,Regional Compagnie Aerienne Europeenne,Others,7775,Pau - Paris,Pau,-0.370797,43.2951,,Paris,2.3522219,48.856614,,Fokker 100,F-GMPG,11362,54,0,1,"The crew abandoned their takeoff after the loss of an engine due to bird ingestion. The jet overshot the runway and collided with a truck, killing the driver. The landing gear sheared off and the plane came to rest in a field.",3,1/25/2007Fokker 100
12/22/1999,18:38,"Great Hallingbury, United Kingdom",Great Hallingbury,United Kingdom,Korean Air,Others,8509,"London, England - Milan, Italy",London,-0.1254872,51.508515,England,Milan,9.186516,45.4654542,Italy,Boeing 747-2B5F,HL-7451,22480/448,4,4,0,"Shortly after taking off the ADI comparator alarm sounded three times. Shortly afterwards, the warning sounded a further two times. As the captain initiated a procedural turn to the left, the comparator warning sounded 9 more times.. The aircraft then banked left progressively and entered a descent until it struck the ground in a 40 degree nose down attitude at a high rate of speed. The pilots did not respond appropriately to the comparator warnings during the climb after takeoff from Stansted despite prompts from the flight engineer. The commander, as the handling pilot, maintained a left roll control input, rolling the aircraft to approximately 90 of left bank and there was no control input to correct the pitch attitude throughout the turn. The first officer either did not monitor the aircraft attitude during the climbing turn or, having done so, did not alert the commander to the extreme unsafe attitude that developed.",1,12/22/1999Boeing 747-2B5F
6/30/1999,2:42,"Seraing, Belgium",Seraing,Belgium,Nightexpress,Cargo,114,"London, England - Frankfort, Germany",London,-0.1254872,51.508515,England,Frankfort,-84.8732835,38.2009055,Germany,Beechcraft 99,D-IBEX,U- 45,2,2,0,The cargo plane lost both engines while on approach and crashed into a wooded area. Improper maintenace caused the engine failure. The crew did not follow company procedures.,3,6/30/1999Beechcraft 99
10/15/2008,23:58,"Aurora, Illinois",Aurora,Illinois,Air Angles Inc.,Others,,Sandwich - Chicago,Sandwich,1.337427,51.274017,,Chicago,-87.6297982,41.8781136,,Bell 222,N992AA,47062,4,4,0,"The helicopter clipped a radio tower wire, crashed and burned killing all aboard.",0,10/15/2008Bell 222
5/25/2000,2:50,"Paris, France",Paris,France,Streamline,Others,200,Paris - London,Paris,2.3522219,48.856614,,London,-0.1254872,51.508515,,Shorts 330-200,G-SSWN,SH-3064,2,1,0,Midair collision with a MD-83 after taxing on the runway.,0,5/25/2000Shorts 330-200
7/25/2000,16:44,"Gonesse, France",Gonesse,France,Air France,Others,4590,Paris - New York City,Paris,2.3522219,48.856614,,New York City,-74.0059731,40.7143528,,Aerospatiale BAe Concorde 101,F-BTSC,203,109,109,4,"The aircraft struggled to gain altitude after taking off from Charles de Gaulle airport. The pilot reported the No. 2 engine failed and struggled to steer towards Le Bourget airfield as smoke and fire trailed the jet's left wing.   The plane was unable to gain altitude, went nose high, stalled and crashed into a small hotel complex.  A metal strip left on the runway by another plane gashed one of the Concorde's tires which blew out sending a piece of rubber into the underside of the wing which sent a shockwave which ruptured a seam in the fuel tank. An electrical severed by another piece of rubber sparked which ignited leaking fuel ignited and started an uncontrollable fire. Power was lost to the No. 1 and No. 2 engines which led to loss of control of the aircraft and subsequent crash. Investigation revealed the metal strip was probably a thrust reverser part from Continental Airlines DC-10-30 , registered N13067 which departed Paris as Flight 055 to Newark. This is the first crash of a Concorde in aviation history.",3,7/25/2000Aerospatiale BAe Concorde 101
1/14/2001,17:29,"Near Lake Point, Utah",Near Lake Point,Utah,Skydive Salt Lake - Charter,Others,,Skydiving,Skydiving,2.3992364,48.7600254,,,NA,NA,,Beech A90 King Air,N616F,LJ-165,9,9,0,"Crashed into the Great Salt Lake with skydivers during a final approach to Tooele. The pilot's exercise of poor judgment and his failure to maintain a safe altitude/clearance above the water. Contributing factors were the weather conditions that included low ceiling and visibility obscured by snow and mist, an inadequately equipped airplane for flying in instrument meteorological conditions, and the pilot's overconfidence in his personal ability in that he had reportedly done this on two previous occasions.",1,1/14/2001Beech A90 King Air
8/13/2006,20:15,"Near Piacenza, Italy",Near Piacenza,Italy,Air Algerie,Cargo,2208,"Algiers, Algeria - Frankfurt, Germany",Algiers,3.042048,36.752887,Algeria,Frankfurt,8.6821267,50.1109221,Germany,Lockheed L-100-30 Hercules,7T-VHG,4880,3,3,0,The cargo plane crashed while en route in the vicinity of thunderstorms.,0,8/13/2006Lockheed L-100-30 Hercules
1/28/2004,20:55,"GhardaÃ¯a, Algeria",GhardaÃ¯a,Algeria,Tassili Airlines,Others,,Hassi R'Mel - GhardaÃ¯a,Hassi R'Mel,3.272183,32.929626,,GhardaÃ¯a,3.678539,32.489059,,Beechcraft 1900D,7T-VIN,UE-365,5,1,0,"While on approach by night, the crew lost contact with ground in a sand storm. The aircraft struck a mountain located about 10 km short of runway threshold.",0,1/28/2004Beechcraft 1900D
3/15/2008,8:15,"Nbagu, Nigeria",Nbagu,Nigeria,Trade Wings Aviation Ltd.,Others,,Lagos - Bebi Air Strip,Lagos,3.417977,6.441158,,Bebi Air Strip,NA,NA,,Beechcraft 1900D,5N-JAH,UE-322,3,3,0,The plane crashed while en route. Wreckage was found the next day near Nbagu Village.,0,3/15/2008Beechcraft 1900D
10/22/2005,20:40,"Lisa, Nigeria",Lisa,Nigeria,Bellview Airlines,Others,3210,Lagos - Abuja,Lagos,3.417977,6.441158,,Abuja,7.4833333,9.0666667,,Boeing B-737-2L9,5N-BFN,22734/818,117,117,0,The tower lost sight and contact with the plane about five minutes after taking off from Murtala Muhammad International  airport. The plane crashed about 30 miles north of Lagos.  A storm was passing through the airport at about the time the aircraft took off.,0,10/22/2005Boeing B-737-2L9
10/29/2006,11:30,"Near Abuja, Nigeria",Near Abuja,Nigeria,ADC Airlines,Others,53,Lagos - Abuja - Sokoto,Lagos,3.417977,6.441158,,Abuja - Sokoto,7.4953976,9.0304032,,Boeing 737-2B7,5N-BFK,22891/998,105,96,0,The jetliner crashed into a corn field about a mile from the end of the runway while attempting to take off from Abuja. The pilot did not heed air trafficontrollers' advice to not depart in stormy weather.,2,10/29/2006Boeing 737-2B7
11/27/2001,1:56,"Port Harcourt, Nigeria",Port Harcourt,Nigeria,MK Airlines,Cargo,,Luxembourg - Port Harcourt,Luxembourg,6.129583,49.815273,,Port Harcourt,7.005453,4.784821,,Boeing 747-246F,9G-MKI,22063/432,13,1,0,"The cargo plane contacted the ground 700 meters short of the runway, broke in two and burned.",0,11/27/2001Boeing 747-246F
5/21/2002,19:30,"Near Calabar, Nigeria",Near Calabar,Nigeria,Sky Executive Air Services,Others,,Port Harcourt - Calabar,Port Harcourt,7.005453,4.784821,,Calabar,8.325,4.95,,LET 410UVP,9Q-CEX,851402,5,5,0,"The plane crashed approximately 12 miles from Calabar while attempting to land. All passengers departed at Port Harcourt and only a crew of 5 was aboard. The premature departure of the plane from the normal minimum safe altitude of 2,500 ft. without air trafficontroller's clearance until it flew into the terrain. Other contributing factors were the emergence of electrical problem on the aircraft at the commencement of the approach which might have distracted the  pilot  and unfavorable weather conditions of low ceiling and thunderstorms which impaired visibility at the critical time of descent.",2,5/21/2002LET 410UVP
9/17/2006,10:15,"Vandeikya, Nigeria",Vandeikya,Nigeria,Military - Nigerian Air Force,Military,,Abuja - Obudu,Abuja,7.4833333,9.0666667,,Obudu,9.1666667,6.6666667,,Dornier 228,NAF033,8229,18,13,0,"The military plane crashed en route less than 20 minutes from the end of a one-hour flight, 18 nm from its destination. Ten top ranking military officials were killed in the crash. The weather was poor at the time of the accident.",2,9/17/2006Dornier 228
12/26/2001,10:20,"Bremerhaven, Germany",Bremerhaven,Germany,BAL Bremerhaven Airline,Others,,Bremerhaven - Wangerooge,Bremerhaven,8.582657,53.548243,,Wangerooge,7.9097773,53.7886961,,Britten Norman BN-2B Trislander,D-IAAI,2167,9,8,0,"The aircraft crashed into the Weser River shortly after taking off from Bremerhaven Airport. Three persons were pulled from the river, two of whom died shortly thereafter as a result of their injuries.",0,12/26/2001Britten Norman BN-2B Trislander
2/25/1999,12:30,"Genoa, Italy",Genoa,Italy,Minerva Airlines,Others,1553,Cagliar - Genoa,Cagliar,9.1216613,39.2238411,,Genoa,8.946256,44.4056499,,Dornier 328-110,D-CPRR,3054,31,4,0,"The aircraft touched down briefly, overran the runway and crashed into the sea in strong winds.",0,2/25/1999Dornier 328-110
5/17/2000,9:47,"Moanda, Gabon",Moanda,Gabon,Avirex,Others,,Libreville - Moanda,Libreville,9.453644,0.390841,,Moanda,13.2279699,-1.55702,,Beechcraft 1900C-1,TR-LFK,UC-133,10,3,0,The charter flight crashed while on approach in fog and mist.,2,5/17/2000Beechcraft 1900C-1
2/24/2004,5:50,"Cagliari, Italy",Cagliari,Italy,City-Jet,Others,,Rome - Cagliari,Rome,12.4825199,41.8929163,,Cagliari,9.1216613,39.2238411,,Cessna Citation 500,OE-FAN,500-0289,6,6,0,"The aircraft was on an ambulance flight to Cagliari-Elmas Airport with 2 doctors, 2 nurses and 2 crew aboard. During its approach, the aircraft struck a mountain at 3,000 ft., a few miles from the airport.",0,2/24/2004Cessna Citation 500
6/28/2007,13:40,"M'Banza Congo, Angola",M'Banza Congo,Angola,TAAG Angola Airlines,Others,,Luanda - M'Banza,Luanda,13.2344444,-8.8383333,,M'Banza,15.2576133,-4.3745953,,Boeing 737-2M2,D2-TBP,23220/1084,78,5,0,"The aircraft blew two tires on landing, causing one wing to dip and touch the runway. The plane then veered out of control, overran the runway and crashed into cars and a building.",0,6/28/2007Boeing 737-2M2
1/19/2008,8:00,"Near Huambo, Angola",Near Huambo,Angola,Gira Globo Charter,Others,,"Luanda, Angola - Huambo, Angola",Luanda,13.2344444,-8.8383333,Angola,Huambo,15.7333333,-12.7666667,Angola,Beechcraft King Air B200,D2-FFK,BB-1026,13,13,0,The twin engine plane crashed into mountains in rain and fog. The crew was flying below minima in a mountainous area.,3,1/19/2008Beechcraft King Air B200
11/15/2000,13:05,"Near Luanda, Angola",Near Luanda,Angola,Asa Pesada,Others,,Luanda - Namibe,Luanda,13.2344444,-8.8383333,,Namibe,12.1561,-15.187,,Antonov AN-26,D2-FCG,PESA001,57,57,0,The plane crashed and exploded in flames into an open field 3 miles from the runway shortly after takeoff.  Engine failure.,3,11/15/2000Antonov AN-26
3/17/2001,10:00,"Near Lubango, Angola",Near Lubango,Angola,Sociedade de Aviacao Ligeira Charter,Others,,Luanda - Lubango,Luanda,13.2344444,-8.8383333,,Lubango,13.49242,-14.91854,,Beechcraft 1900C,S9-CAE,UC-142,17,16,0,"The aircraft crashed into a mountain at 6,500 ft. while approaching Lubango to land. The weather at the time was cloudy with rain.",2,3/17/2001Beechcraft 1900C
11/24/2001,22:07,"Birchwil, Switzerland",Birchwil,Switzerland,Crossair,Others,3597,Berlin - Zurich,Berlin,13.404954,52.5200066,,Zurich,8.5391825,47.3686498,,BAE Avro RJ100,HB-IXM,E-3291,33,24,0,"The aircraft was flying through a mix of rain and snow on final approach, when it crashed in a wooded area, 5.5 miles from Zurich Airport where it was scheduled to land on Runway 28.  At 22.03 the aircraft was descending to 4000 ft. on final approach.  At 22.05 the captain reported reaching the minimum descent altitude and stated he could see the ground. Shortly after, the radio altimeter reported 500 ft. agl, followed by a 'minimum' warning. A go-around was ordered, but it was too late and the aircraft struck trees and crashed. American pop singer, Melanie Thornton, 34, killed. Maria Serano Serano and Nathaly van het Ende both 27, and members of the pop-musitrio, Passion Fruit, also killed. The pilot had been working more than 13 hours when the accident took place and had also exceeded maximum duty several times in the days preceding the crash.",1,11/24/2001BAE Avro RJ100
10/24/1999,10:15,"Off Genova, Italy",Off Genova,Italy,Avioriprese Jet Executive,Others,,Napoli - Genoa,Napoli,14.2681244,40.8517746,,Genoa,8.946256,44.4056499,,Learjet 35A,I-AVJG,35-189,3,3,0,"Crashed on approach in low clouds, rain and low visibility.",0,10/24/1999Learjet 35A
4/23/2006,4:55,"KoussÃ©ri, Cameroon",KoussÃ©ri,Cameroon,Military - Lybian Arab Air Force,Military,,Sebha - N'Djamena,Sebha,14.4263889,27.0388889,,N'Djamena,15.044506,12.104797,,Antonov 74TK-200,UR-74038,36547097933,6,6,0,"Upon arrival of the cargo flight, the crew indicated a technical problem to ATC and few minutes later the plane crashed in an open field located near N'Djamena,",3,4/23/2006Antonov 74TK-200
1/17/2003,,"Near NdjolÃ©, Gabon",Near NdjolÃ©,Gabon,Aerocom,Others,,Brazzaville - Douala,Brazzaville,15.2833333,-4.2666667,,Douala,9.706374,4.047486,,Antonov 24B,ER-AFT,89901508,7,7,0,"On a positioning flight the plane, over Gabon, had problems with its navigation equipment, circled the airport 4 times before crashing into a wooded hillside.",0,1/17/2003Antonov 24B
3/25/2000,,"Huambo, Angola",Huambo,Angola,Uralex,Others,,Huambo - Luanda,Huambo,15.7333333,-12.7666667,,Luanda,13.2344444,-8.8383333,,Antonov AN-32,D2-MAJ,ZZX3201,33,3,0,"The aircraft, leased from a Ukrainian company, overran they runway and crashed into a ditch after an aborted takeoff.",0,3/25/2000Antonov AN-32
4/29/2009,6:00,"Massamba, DemocratiRepubliof Congo",Massamba,DemocratiRepubliof Congo,Bako Air,Others,,"Bangui, CAR- Brazzaville, Congo - Harare, Zimbabwe",Bangui,18.555975,4.361698,CAR,Brazzaville,15.2833333,-4.2666667,"Congo - Harare, Zimbabwe",Boeing B-737-200,TL-ADM,22264/753,7,7,0,Crashed while en route on a ferrying flight. The plane had not been flown for a year.,0,4/29/2009Boeing B-737-200
4/16/2008,14:23,"Off Annobon Island, Equatorial Guinea",Off Annobon Island,Equatorial Guinea,Military - Government of Equatorial Guinea,Military,,Bata - Annobon Island,Bata,18.7741311,46.126703,,Annobon Island,5.6195112,-1.4221087,,Antonov An-32B,3C-5GE,1609,13,13,0,Crashed into the ocean after skidding off the runway in high winds and heavy rain.,0,4/16/2008Antonov An-32B
11/29/2003,15:20,"Boende, Congo",Boende,Congo,Military - Congolese Air Force,Military,,"Boende, Congo - Kinshasa, Congo",Boende,19.2,-0.733333,Congo,Kinshasa,15.3138889,-4.3316667,Congo,Antonov AN-26,9T-TAD,,24,20,13,The aircraft suffered a blowout of a tire while taking off for the second time after aborting the first takeoff. The pilot was not able to stop the aircraft and overran the runway and crashed into a small market square,0,11/29/2003Antonov AN-26
10/31/2000,11:27,"Near Monaquimbundo, Angola",Near Monaquimbundo,Angola,Aca-Ancargo,Others,,Saurimo - Luanda,Saurimo,20.39086,-9.6610479,,Luanda,13.2344444,-8.8383333,,Antonov AN-26,D2-FDI,27312009,44,44,0,The aircraft exploded in midair 20 minutes after taking off from Saurimo. UNITA rebels claimed they shot down the plane.,0,10/31/2000Antonov AN-26
1/23/2008,19:00,"Miroslawiec, Poland",Miroslawiec,Poland,Military - Polish Air Force,Military,,Warsaw - Miroslawiec,Warsaw,21.0122287,52.2296756,,Miroslawiec,16.089279,53.34254,,CASA C-295M,19,S-043,20,20,0,"While attempting to land, the plane fell to the ground from about 500-650 feet and crashed into a wooded area, 2 miles from the airport.",0,1/23/2008CASA C-295M
1/19/2006,19:30,"Near Telkibanya, Hungary",Near Telkibanya,Hungary,Military - Slovak Air Force,Military,,Pristina - Kosice,Pristina,21.164539,42.672421,,Kosice,21.2577999,48.7210053,,Antonov AN-24V,5605,97305605,43,42,0,"A plane carrying peacekeeping soldiers crashed in a snowy forest at an altitude of 2,300 feet after taking the wrong flight path. The plane crashed about 18 miles from its destination of Kosice. Pilot error. The pilot chose to land without the help of the airport's radars, relying only on his own visual contact with the airport.",1,1/19/2006Antonov AN-24V
9/14/1999,,"Bucharest, Romania",Bucharest,Romania,Greek Government,Others,3838,Athens - Bucharest,Athens,23.7293097,37.9837155,,Bucharest,26.1038889,44.4325,,Dassault Falcon 900B,SX-ECH,26,13,7,0,Experienced pitch oscillations during descent and crashed while landing. Inadequate risk assessment of the pitch feel malfunctions. Overriding of the A/P on the pitch channel by the crew.,0,9/14/1999Dassault Falcon 900B
